اسم الشركة,نوع الشركة,القطاع,رقم السجل التجاري,العنوان,المدينة,المنطقة,رقم الهاتف,البريد الإلكتروني,خط العرض,خط الطول,رقم الفاتورة,تاريخ الفاتورة,تاريخ الاستحقاق,نوع الفاتورة,المبلغ (ر.ق),الضريبة (5%),المبلغ الإجمالي (ر.ق),حالة الدفع,طريقة الدفع,تقييم مخاطر الفاتورة,فجوة الإيرادات/الضريبة المحتملة (ر.ق)
Nelson Inc,ذ.م.م,النقل,48663193,"8746 Kelsey Crossroad
Brendaport, TN 37163",الخور,المنطقة 91,805-934-8033x9336,campbellbryan@example.org,25.504806,51.562664,INV-2197,2024-06-28,2025-05-23,فاتورة كهرباء,12241.03,612.05,12853.08,متأخرة,نقداً,مرتفع,612.05
Nelson Inc,ذ.م.م,النقل,48663193,"8746 Kelsey Crossroad
Brendaport, TN 37163",الخور,المنطقة 91,805-934-8033x9336,campbellbryan@example.org,25.504806,51.562664,INV-2198,2025-02-28,2025-06-27,فاتورة اشتراك سنوي,43832.98,2191.65,46024.63,غير مدفوعة,شيك,متوسط,2191.65
Nelson Inc,ذ.م.م,النقل,48663193,"8746 Kelsey Crossroad
Brendaport, TN 37163",الخور,المنطقة 91,805-934-8033x9336,campbellbryan@example.org,25.504806,51.562664,INV-2199,2024-06-23,2025-05-09,فاتورة استشارة,27451.35,1372.57,28823.92,متأخرة,شيك,مرتفع,1372.57
Nelson Inc,ذ.م.م,النقل,48663193,"8746 Kelsey Crossroad
Brendaport, TN 37163",الخور,المنطقة 91,805-934-8033x9336,campbellbryan@example.org,25.504806,51.562664,INV-2200,2025-03-31,2025-05-18,فاتورة برمجيات,20388.03,1019.4,21407.43,غير مدفوعة,تحويل بنكي,متوسط,1019.4
Nelson Inc,ذ.م.م,النقل,48663193,"8746 Kelsey Crossroad
Brendaport, TN 37163",الخور,المنطقة 91,805-934-8033x9336,campbellbryan@example.org,25.504806,51.562664,INV-2201,2024-06-19,2025-06-07,فاتورة استشارة,4553.93,227.7,4781.63,غير مدفوعة,بطاقة,متوسط,227.7
Nelson Inc,ذ.م.م,النقل,48663193,"8746 Kelsey Crossroad
Brendaport, TN 37163",الخور,المنطقة 91,805-934-8033x9336,campbellbryan@example.org,25.504806,51.562664,INV-2202,2025-02-15,2025-07-06,فاتورة صيانة,23121.82,1156.09,24277.91,متأخرة,تحويل بنكي,مرتفع,1156.09
Nelson Inc,ذ.م.م,النقل,48663193,"8746 Kelsey Crossroad
Brendaport, TN 37163",الخور,المنطقة 91,805-934-8033x9336,campbellbryan@example.org,25.504806,51.562664,INV-2203,2024-08-22,2025-06-02,فاتورة برمجيات,11971.81,598.59,12570.4,غير مدفوعة,شيك,متوسط,598.59
Nelson Inc,ذ.م.م,النقل,48663193,"8746 Kelsey Crossroad
Brendaport, TN 37163",الخور,المنطقة 91,805-934-8033x9336,campbellbryan@example.org,25.504806,51.562664,INV-2204,2024-05-24,2025-05-23,فاتورة تسويق رقمي,10404.97,520.25,10925.22,غير مدفوعة,تحويل بنكي,متوسط,520.25
"Williams, Garcia and Maldonado",شركة تضامنية,الخدمات,15114293,"2766 Ford Hills Suite 262
Shahmouth, OH 64448",الريان,المنطقة 36,001-583-933-5840x4163,garzamatthew@example.net,24.927139,50.953568,INV-2205,2025-05-01,2025-07-01,فاتورة كهرباء,29469.45,1473.47,30942.92,متأخرة,نقداً,مرتفع,1473.47
"Williams, Garcia and Maldonado",شركة تضامنية,الخدمات,15114293,"2766 Ford Hills Suite 262
Shahmouth, OH 64448",الريان,المنطقة 36,001-583-933-5840x4163,garzamatthew@example.net,24.927139,50.953568,INV-2206,2024-10-04,2025-06-19,فاتورة اتصالات,18719.05,935.95,19655.0,مدفوعة,شيك,منخفض,0.0
Smith-Ross,شركة تضامنية,الخدمات,62149621,"1754 Jones Fall
Ryanberg, OH 15851",الظعاين,المنطقة 68,(986)305-7427,jflowers@example.net,25.303994,51.754817,INV-2207,2024-10-19,2025-06-04,فاتورة تدريب,17222.65,861.13,18083.78,متأخرة,تحويل بنكي,مرتفع,861.13
"Garcia, Brown and Smith",فردية,التجارة,23596616,"937 Shannon Square Suite 287
Lake Joeshire, AZ 01573",الريان,المنطقة 75,210-510-3753,travis05@example.com,24.627751,51.451058,INV-2208,2025-03-15,2025-06-07,فاتورة مياه,37016.54,1850.83,38867.37,متأخرة,تحويل بنكي,مرتفع,1850.83
"Garcia, Brown and Smith",فردية,التجارة,23596616,"937 Shannon Square Suite 287
Lake Joeshire, AZ 01573",الريان,المنطقة 75,210-510-3753,travis05@example.com,24.627751,51.451058,INV-2209,2024-10-04,2025-06-11,فاتورة تسويق رقمي,40181.9,2009.1,42191.0,غير مدفوعة,بطاقة,متوسط,2009.1
"Dillon, Harris and Young",شركة تضامنية,المقاولات,50639792,"855 Brittany Plain
Scotthaven, ID 93474",الريان,المنطقة 91,894-387-9108,gregorymartinez@example.com,24.927153,51.451123,INV-2210,2024-06-10,2025-06-02,فاتورة مياه,46262.5,2313.12,48575.62,غير مدفوعة,شيك,متوسط,2313.12
"Dillon, Harris and Young",شركة تضامنية,المقاولات,50639792,"855 Brittany Plain
Scotthaven, ID 93474",الريان,المنطقة 91,894-387-9108,gregorymartinez@example.com,24.927153,51.451123,INV-2211,2024-11-28,2025-06-08,فاتورة تسويق رقمي,7644.08,382.2,8026.28,متأخرة,نقداً,مرتفع,382.2
"Dillon, Harris and Young",شركة تضامنية,المقاولات,50639792,"855 Brittany Plain
Scotthaven, ID 93474",الريان,المنطقة 91,894-387-9108,gregorymartinez@example.com,24.927153,51.451123,INV-2212,2024-10-30,2025-06-04,فاتورة صيانة,22716.62,1135.83,23852.45,متأخرة,نقداً,مرتفع,1135.83
Ibarra-Torres,شركة تضامنية,النقل,70090201,"814 House Island
South Ryanbury, WA 12621",الوكرة,المنطقة 91,001-407-903-5179x5369,stephen52@example.com,25.10206,51.736829,INV-2213,2024-11-26,2025-05-25,فاتورة اتصالات,7234.36,361.72,7596.08,غير مدفوعة,شيك,متوسط,361.72
Ibarra-Torres,شركة تضامنية,النقل,70090201,"814 House Island
South Ryanbury, WA 12621",الوكرة,المنطقة 91,001-407-903-5179x5369,stephen52@example.com,25.10206,51.736829,INV-2214,2024-08-07,2025-06-02,فاتورة تدريب,34516.19,1725.81,36242.0,غير مدفوعة,تحويل بنكي,متوسط,1725.81
Ibarra-Torres,شركة تضامنية,النقل,70090201,"814 House Island
South Ryanbury, WA 12621",الوكرة,المنطقة 91,001-407-903-5179x5369,stephen52@example.com,25.10206,51.736829,INV-2215,2025-02-28,2025-06-13,فاتورة اتصالات,37238.82,1861.94,39100.76,متأخرة,نقداً,مرتفع,1861.94
Ibarra-Torres,شركة تضامنية,النقل,70090201,"814 House Island
South Ryanbury, WA 12621",الوكرة,المنطقة 91,001-407-903-5179x5369,stephen52@example.com,25.10206,51.736829,INV-2216,2024-08-07,2025-06-23,فاتورة شحن,45518.3,2275.92,47794.22,مدفوعة,نقداً,منخفض,0.0
Ibarra-Torres,شركة تضامنية,النقل,70090201,"814 House Island
South Ryanbury, WA 12621",الوكرة,المنطقة 91,001-407-903-5179x5369,stephen52@example.com,25.10206,51.736829,INV-2217,2024-09-06,2025-05-14,فاتورة برمجيات,5280.14,264.01,5544.15,غير مدفوعة,تحويل بنكي,متوسط,264.01
Ibarra-Torres,شركة تضامنية,النقل,70090201,"814 House Island
South Ryanbury, WA 12621",الوكرة,المنطقة 91,001-407-903-5179x5369,stephen52@example.com,25.10206,51.736829,INV-2218,2025-04-23,2025-06-22,فاتورة مياه,22275.37,1113.77,23389.14,مدفوعة,تحويل بنكي,منخفض,0.0
Ibarra-Torres,شركة تضامنية,النقل,70090201,"814 House Island
South Ryanbury, WA 12621",الوكرة,المنطقة 91,001-407-903-5179x5369,stephen52@example.com,25.10206,51.736829,INV-2219,2025-04-15,2025-06-01,فاتورة مشتريات,9226.89,461.34,9688.23,غير مدفوعة,تحويل بنكي,متوسط,461.34
Ibarra-Torres,شركة تضامنية,النقل,70090201,"814 House Island
South Ryanbury, WA 12621",الوكرة,المنطقة 91,001-407-903-5179x5369,stephen52@example.com,25.10206,51.736829,INV-2220,2025-04-06,2025-05-10,فاتورة تطوير ويب,6678.81,333.94,7012.75,متأخرة,نقداً,مرتفع,333.94
Ibarra-Torres,شركة تضامنية,النقل,70090201,"814 House Island
South Ryanbury, WA 12621",الوكرة,المنطقة 91,001-407-903-5179x5369,stephen52@example.com,25.10206,51.736829,INV-2221,2024-10-08,2025-05-21,فاتورة تصميم,42432.56,2121.63,44554.19,مدفوعة,تحويل بنكي,منخفض,0.0
Campbell Inc,شركة تضامنية,الخدمات,45057662,"67053 Oliver Port
Lake Alicia, GA 78198",الخور,المنطقة 91,+1-523-366-7135,natashagonzalez@example.com,25.595724,51.57277,INV-2222,2025-04-07,2025-06-22,فاتورة خدمات,24090.34,1204.52,25294.86,غير مدفوعة,نقداً,متوسط,1204.52
Campbell Inc,شركة تضامنية,الخدمات,45057662,"67053 Oliver Port
Lake Alicia, GA 78198",الخور,المنطقة 91,+1-523-366-7135,natashagonzalez@example.com,25.595724,51.57277,INV-2223,2024-07-08,2025-05-12,فاتورة تأجير,33982.22,1699.11,35681.33,غير مدفوعة,نقداً,متوسط,1699.11
Campbell Inc,شركة تضامنية,الخدمات,45057662,"67053 Oliver Port
Lake Alicia, GA 78198",الخور,المنطقة 91,+1-523-366-7135,natashagonzalez@example.com,25.595724,51.57277,INV-2224,2025-02-18,2025-05-15,فاتورة استشارة,13208.51,660.43,13868.94,متأخرة,نقداً,مرتفع,660.43
Campbell Inc,شركة تضامنية,الخدمات,45057662,"67053 Oliver Port
Lake Alicia, GA 78198",الخور,المنطقة 91,+1-523-366-7135,natashagonzalez@example.com,25.595724,51.57277,INV-2225,2024-10-04,2025-06-03,فاتورة رسوم حكومية,41247.15,2062.36,43309.51,غير مدفوعة,شيك,متوسط,2062.36
Campbell Inc,شركة تضامنية,الخدمات,45057662,"67053 Oliver Port
Lake Alicia, GA 78198",الخور,المنطقة 91,+1-523-366-7135,natashagonzalez@example.com,25.595724,51.57277,INV-2226,2025-01-12,2025-06-06,فاتورة تصميم,17397.86,869.89,18267.75,مدفوعة,شيك,منخفض,0.0
Campbell Inc,شركة تضامنية,الخدمات,45057662,"67053 Oliver Port
Lake Alicia, GA 78198",الخور,المنطقة 91,+1-523-366-7135,natashagonzalez@example.com,25.595724,51.57277,INV-2227,2024-12-24,2025-05-28,فاتورة شحن,29276.52,1463.83,30740.35,متأخرة,نقداً,مرتفع,1463.83
Campbell Inc,شركة تضامنية,الخدمات,45057662,"67053 Oliver Port
Lake Alicia, GA 78198",الخور,المنطقة 91,+1-523-366-7135,natashagonzalez@example.com,25.595724,51.57277,INV-2228,2024-12-14,2025-05-21,فاتورة تسويق رقمي,36217.75,1810.89,38028.64,متأخرة,شيك,مرتفع,1810.89
Campbell Inc,شركة تضامنية,الخدمات,45057662,"67053 Oliver Port
Lake Alicia, GA 78198",الخور,المنطقة 91,+1-523-366-7135,natashagonzalez@example.com,25.595724,51.57277,INV-2229,2024-05-18,2025-05-08,فاتورة اتصالات,34355.61,1717.78,36073.39,مدفوعة,شيك,منخفض,0.0
"Smith, Dawson and Howard",فردية,الخدمات,61951645,"6782 Latasha Hill Suite 094
Murphyland, VA 92190",الريان,المنطقة 68,(414)656-0179x1441,kimberly05@example.com,25.388672,51.220864,INV-2230,2025-03-09,2025-06-21,فاتورة تسويق رقمي,5663.95,283.2,5947.15,غير مدفوعة,نقداً,متوسط,283.2
"Smith, Dawson and Howard",فردية,الخدمات,61951645,"6782 Latasha Hill Suite 094
Murphyland, VA 92190",الريان,المنطقة 68,(414)656-0179x1441,kimberly05@example.com,25.388672,51.220864,INV-2231,2025-01-06,2025-06-02,فاتورة شحن,46726.97,2336.35,49063.32,متأخرة,بطاقة,مرتفع,2336.35
"Smith, Dawson and Howard",فردية,الخدمات,61951645,"6782 Latasha Hill Suite 094
Murphyland, VA 92190",الريان,المنطقة 68,(414)656-0179x1441,kimberly05@example.com,25.388672,51.220864,INV-2232,2025-04-01,2025-06-30,فاتورة مبيعات,45609.73,2280.49,47890.22,غير مدفوعة,تحويل بنكي,متوسط,2280.49
"Smith, Dawson and Howard",فردية,الخدمات,61951645,"6782 Latasha Hill Suite 094
Murphyland, VA 92190",الريان,المنطقة 68,(414)656-0179x1441,kimberly05@example.com,25.388672,51.220864,INV-2233,2024-12-18,2025-06-20,فاتورة صيانة,32712.65,1635.63,34348.28,غير مدفوعة,نقداً,متوسط,1635.63
Torres-West,فردية,الصناعة,96408631,"65737 Brian Locks
Benjaminhaven, NC 36966",الظعاين,المنطقة 91,001-305-904-6914x247,tony71@example.org,24.514742,51.61702,INV-2234,2024-10-15,2025-05-15,فاتورة استشارة,45323.55,2266.18,47589.73,متأخرة,بطاقة,مرتفع,2266.18
"Thompson, Brooks and Cruz",مساهمة,التجارة,34965757,"46845 Bates Island Apt. 513
Lake Louis, MT 51355",الظعاين,المنطقة 68,001-657-408-3878x149,mark06@example.org,25.239011,51.644216,INV-2235,2024-11-26,2025-07-06,فاتورة صيانة,8059.18,402.96,8462.14,غير مدفوعة,شيك,متوسط,402.96
"Thompson, Brooks and Cruz",مساهمة,التجارة,34965757,"46845 Bates Island Apt. 513
Lake Louis, MT 51355",الظعاين,المنطقة 68,001-657-408-3878x149,mark06@example.org,25.239011,51.644216,INV-2236,2024-09-24,2025-05-17,فاتورة خدمات,6318.84,315.94,6634.78,متأخرة,نقداً,مرتفع,315.94
"Thompson, Brooks and Cruz",مساهمة,التجارة,34965757,"46845 Bates Island Apt. 513
Lake Louis, MT 51355",الظعاين,المنطقة 68,001-657-408-3878x149,mark06@example.org,25.239011,51.644216,INV-2237,2024-11-30,2025-06-30,فاتورة اشتراك سنوي,39371.91,1968.6,41340.51,غير مدفوعة,نقداً,متوسط,1968.6
"Thompson, Brooks and Cruz",مساهمة,التجارة,34965757,"46845 Bates Island Apt. 513
Lake Louis, MT 51355",الظعاين,المنطقة 68,001-657-408-3878x149,mark06@example.org,25.239011,51.644216,INV-2238,2024-05-26,2025-06-03,فاتورة صيانة,6350.1,317.51,6667.61,مدفوعة,نقداً,منخفض,0.0
"Thompson, Brooks and Cruz",مساهمة,التجارة,34965757,"46845 Bates Island Apt. 513
Lake Louis, MT 51355",الظعاين,المنطقة 68,001-657-408-3878x149,mark06@example.org,25.239011,51.644216,INV-2239,2025-04-27,2025-06-30,فاتورة استشارة,38897.36,1944.87,40842.23,مدفوعة,بطاقة,منخفض,0.0
"Thompson, Brooks and Cruz",مساهمة,التجارة,34965757,"46845 Bates Island Apt. 513
Lake Louis, MT 51355",الظعاين,المنطقة 68,001-657-408-3878x149,mark06@example.org,25.239011,51.644216,INV-2240,2025-03-16,2025-06-06,فاتورة خدمات,7611.44,380.57,7992.01,مدفوعة,تحويل بنكي,منخفض,0.0
"Thompson, Brooks and Cruz",مساهمة,التجارة,34965757,"46845 Bates Island Apt. 513
Lake Louis, MT 51355",الظعاين,المنطقة 68,001-657-408-3878x149,mark06@example.org,25.239011,51.644216,INV-2241,2025-02-18,2025-05-26,فاتورة برمجيات,15860.65,793.03,16653.68,مدفوعة,شيك,منخفض,0.0
"Thompson, Brooks and Cruz",مساهمة,التجارة,34965757,"46845 Bates Island Apt. 513
Lake Louis, MT 51355",الظعاين,المنطقة 68,001-657-408-3878x149,mark06@example.org,25.239011,51.644216,INV-2242,2024-09-24,2025-05-19,فاتورة مشتريات,26277.96,1313.9,27591.86,متأخرة,تحويل بنكي,مرتفع,1313.9
"Thompson, Brooks and Cruz",مساهمة,التجارة,34965757,"46845 Bates Island Apt. 513
Lake Louis, MT 51355",الظعاين,المنطقة 68,001-657-408-3878x149,mark06@example.org,25.239011,51.644216,INV-2243,2024-07-31,2025-06-08,فاتورة خدمات,45138.68,2256.93,47395.61,مدفوعة,بطاقة,منخفض,0.0
"Thompson, Brooks and Cruz",مساهمة,التجارة,34965757,"46845 Bates Island Apt. 513
Lake Louis, MT 51355",الظعاين,المنطقة 68,001-657-408-3878x149,mark06@example.org,25.239011,51.644216,INV-2244,2024-08-04,2025-06-30,فاتورة تطوير ويب,12149.66,607.48,12757.14,غير مدفوعة,بطاقة,متوسط,607.48
Robinson Ltd,ذ.م.م,الخدمات,24777437,"49088 Kathleen Port
New Michael, MS 68678",الريان,المنطقة 75,001-674-215-8388,ysmith@example.com,25.324344,51.707945,INV-2245,2024-08-09,2025-05-31,فاتورة استشارة,48584.95,2429.25,51014.2,متأخرة,بطاقة,مرتفع,2429.25
Robinson Ltd,ذ.م.م,الخدمات,24777437,"49088 Kathleen Port
New Michael, MS 68678",الريان,المنطقة 75,001-674-215-8388,ysmith@example.com,25.324344,51.707945,INV-2246,2024-11-04,2025-05-13,فاتورة خدمات,1164.51,58.23,1222.74,غير مدفوعة,تحويل بنكي,متوسط,58.23
Robinson Ltd,ذ.م.م,الخدمات,24777437,"49088 Kathleen Port
New Michael, MS 68678",الريان,المنطقة 75,001-674-215-8388,ysmith@example.com,25.324344,51.707945,INV-2247,2024-10-27,2025-06-15,فاتورة صيانة,40505.83,2025.29,42531.12,مدفوعة,نقداً,منخفض,0.0
Robinson Ltd,ذ.م.م,الخدمات,24777437,"49088 Kathleen Port
New Michael, MS 68678",الريان,المنطقة 75,001-674-215-8388,ysmith@example.com,25.324344,51.707945,INV-2248,2025-02-14,2025-06-08,فاتورة تأجير,34247.75,1712.39,35960.14,غير مدفوعة,شيك,متوسط,1712.39
Robinson Ltd,ذ.م.م,الخدمات,24777437,"49088 Kathleen Port
New Michael, MS 68678",الريان,المنطقة 75,001-674-215-8388,ysmith@example.com,25.324344,51.707945,INV-2249,2024-09-02,2025-06-17,فاتورة اشتراك سنوي,1034.18,51.71,1085.89,مدفوعة,بطاقة,منخفض,0.0
Robinson Ltd,ذ.م.م,الخدمات,24777437,"49088 Kathleen Port
New Michael, MS 68678",الريان,المنطقة 75,001-674-215-8388,ysmith@example.com,25.324344,51.707945,INV-2250,2024-06-03,2025-06-13,فاتورة تصميم,5728.32,286.42,6014.74,غير مدفوعة,شيك,متوسط,286.42
Allen-Jones,فردية,الصناعة,69488755,"1424 Griffin Turnpike
Millerport, VT 24909",الدوحة,المنطقة 75,662-323-7003x45564,josephmelton@example.com,25.608875,50.712483,INV-2251,2024-07-17,2025-06-03,فاتورة تصميم,26784.06,1339.2,28123.26,متأخرة,نقداً,مرتفع,1339.2
